"Method","Error","Outcome"
"CS",0.0118021195912214,"Head
Flexion"
"CS",0.011844859980957,"Head
Flexion"
"CS",0.0120957619973267,"Head
Flexion"
"CS",0.0126189265413464,"Head
Flexion"
"CS",0.0134270023431073,"Head
Flexion"
"CS",0.0144678016001593,"Head
Flexion"
"CS",0.0156326524020219,"Head
Flexion"
"CS",0.0167821171539315,"Head
Flexion"
"CS",0.0178027055628482,"Head
Flexion"
"CS",0.0186260759062323,"Head
Flexion"
"CS",0.0192344423447533,"Head
Flexion"
"CS",0.0196693294897649,"Head
Flexion"
"CS",0.0200105994963105,"Head
Flexion"
"CS",0.02034590175405,"Head
Flexion"
"CS",0.0207509513843453,"Head
Flexion"
"CS",0.0212749904576308,"Head
Flexion"
"CS",0.0219448146722818,"Head
Flexion"
"CS",0.0227799984121361,"Head
Flexion"
"CS",0.0237705328017566,"Head
Flexion"
"CS",0.0248883466497512,"Head
Flexion"
"CS",0.0260968419724737,"Head
Flexion"
"CS",0.0273712753329835,"Head
Flexion"
"CS",0.0286675572889399,"Head
Flexion"
"CS",0.0299277395938584,"Head
Flexion"
"CS",0.0310645186458565,"Head
Flexion"
"CS",0.0319976594333772,"Head
Flexion"
"CS",0.0326700434390879,"Head
Flexion"
"CS",0.0330671819654696,"Head
Flexion"
"CS",0.0332131819026437,"Head
Flexion"
"CS",0.0331540683563523,"Head
Flexion"
"CS",0.0329662800322423,"Head
Flexion"
"CS",0.0327424672399014,"Head
Flexion"
"CS",0.0325774177796492,"Head
Flexion"
"CS",0.0325636909990179,"Head
Flexion"
"CS",0.0327950368260083,"Head
Flexion"
"CS",0.0333131159419532,"Head
Flexion"
"CS",0.0341334013695007,"Head
Flexion"
"CS",0.0352091010412083,"Head
Flexion"
"CS",0.0363935986512991,"Head
Flexion"
"CS",0.0374946415430653,"Head
Flexion"
"CS",0.0382722492933935,"Head
Flexion"
"CS",0.0384883379527699,"Head
Flexion"
"CS",0.0380397191407149,"Head
Flexion"
"CS",0.0369364249569454,"Head
Flexion"
"CS",0.0352604353757079,"Head
Flexion"
"CS",0.0331317742138753,"Head
Flexion"
"CS",0.0306798974865031,"Head
Flexion"
"CS",0.027998544615107,"Head
Flexion"
"CS",0.0251883475137349,"Head
Flexion"
"CS",0.0223826202112664,"Head
Flexion"
"CS",0.0197503795423221,"Head
Flexion"
"CS",0.0174464476928467,"Head
Flexion"
"CS",0.0155912927302571,"Head
Flexion"
"CS",0.0142281983692052,"Head
Flexion"
"CS",0.0133253910651206,"Head
Flexion"
"CS",0.0127952497962873,"Head
Flexion"
"CS",0.012521314326562,"Head
Flexion"
"CS",0.0123767927477548,"Head
Flexion"
"CS",0.0122566734768214,"Head
Flexion"
"CS",0.0120964155053139,"Head
Flexion"
"CS",0.011865028151162,"Head
Flexion"
"CS",0.0115612812908579,"Head
Flexion"
"CS",0.0112092007997581,"Head
Flexion"
"CS",0.0108472247280638,"Head
Flexion"
"CS",0.0105145224643383,"Head
Flexion"
"CS",0.0102344351748821,"Head
Flexion"
"CS",0.010004557781613,"Head
Flexion"
"CS",0.00981667359504758,"Head
Flexion"
"CS",0.00965816389920219,"Head
Flexion"
"CS",0.00952161634345526,"Head
Flexion"
"CS",0.00939639941047111,"Head
Flexion"
"CS",0.00927743508164026,"Head
Flexion"
"CS",0.00916968100533031,"Head
Flexion"
"CS",0.00909643304463783,"Head
Flexion"
"CS",0.0090925969562689,"Head
Flexion"
"CS",0.00920658855852997,"Head
Flexion"
"CS",0.00948489692126488,"Head
Flexion"
"CS",0.00996955002513019,"Head
Flexion"
"CS",0.0107080623014301,"Head
Flexion"
"CS",0.0117426297697421,"Head
Flexion"
"CS",0.0131252572208642,"Head
Flexion"
"CS",0.0149050793070789,"Head
Flexion"
"CS",0.0171377465100368,"Head
Flexion"
"CS",0.0198791337618494,"Head
Flexion"
"CS",0.0231729188456234,"Head
Flexion"
"Nested ANOVA",0.00554318591385233,"Head
Flexion"
"Nested ANOVA",0.00582355889249727,"Head
Flexion"
"Nested ANOVA",0.00630205474893887,"Head
Flexion"
"Nested ANOVA",0.00693298036464628,"Head
Flexion"
"Nested ANOVA",0.00765218068667419,"Head
Flexion"
"Nested ANOVA",0.00843686551055858,"Head
Flexion"
"Nested ANOVA",0.00923629350532942,"Head
Flexion"
"Nested ANOVA",0.00999740210582994,"Head
Flexion"
"Nested ANOVA",0.010676100584458,"Head
Flexion"
"Nested ANOVA",0.0112356148269146,"Head
Flexion"
"Nested ANOVA",0.0116498805864443,"Head
Flexion"
"Nested ANOVA",0.0119124620455937,"Head
Flexion"
"Nested ANOVA",0.0120389927974215,"Head
Flexion"
"Nested ANOVA",0.0120510831146004,"Head
Flexion"
"Nested ANOVA",0.0119838450690884,"Head
Flexion"
"Nested ANOVA",0.0118787065688044,"Head
Flexion"
"Nested ANOVA",0.0118021195912208,"Head
Flexion"
"Nested ANOVA",0.0118448599809581,"Head
Flexion"
"Nested ANOVA",0.0120957619973272,"Head
Flexion"
"Nested ANOVA",0.0126189265413429,"Head
Flexion"
"Nested ANOVA",0.0134270023431119,"Head
Flexion"
"Nested ANOVA",0.0144678016001548,"Head
Flexion"
"Nested ANOVA",0.0156326524020159,"Head
Flexion"
"Nested ANOVA",0.0167821171539299,"Head
Flexion"
"Nested ANOVA",0.0178027055628564,"Head
Flexion"
"Nested ANOVA",0.0186260759062328,"Head
Flexion"
"Nested ANOVA",0.0192344423447535,"Head
Flexion"
"Nested ANOVA",0.0196693294897579,"Head
Flexion"
"Nested ANOVA",0.020010599496312,"Head
Flexion"
"Nested ANOVA",0.0203459017540374,"Head
Flexion"
"Nested ANOVA",0.0207509513843467,"Head
Flexion"
"Nested ANOVA",0.0212749904576296,"Head
Flexion"
"Nested ANOVA",0.0219448146722761,"Head
Flexion"
"Nested ANOVA",0.022779998412141,"Head
Flexion"
"Nested ANOVA",0.023770532801761,"Head
Flexion"
"Nested ANOVA",0.024888346649743,"Head
Flexion"
"Nested ANOVA",0.026096841972475,"Head
Flexion"
"Nested ANOVA",0.0273712753329884,"Head
Flexion"
"Nested ANOVA",0.02866755728894,"Head
Flexion"
"Nested ANOVA",0.0299277395938547,"Head
Flexion"
"Nested ANOVA",0.0310645186458635,"Head
Flexion"
"Nested ANOVA",0.0319976594333675,"Head
Flexion"
"Nested ANOVA",0.0326700434390739,"Head
Flexion"
"Nested ANOVA",0.0330671819654716,"Head
Flexion"
"Nested ANOVA",0.0332131819026366,"Head
Flexion"
"Nested ANOVA",0.0331540683563553,"Head
Flexion"
"Nested ANOVA",0.0329662800322483,"Head
Flexion"
"Nested ANOVA",0.0327424672398962,"Head
Flexion"
"Nested ANOVA",0.0325774177796531,"Head
Flexion"
"Nested ANOVA",0.0325636909990139,"Head
Flexion"
"Nested ANOVA",0.0327950368260096,"Head
Flexion"
"Nested ANOVA",0.0333131159419495,"Head
Flexion"
"Nested ANOVA",0.0341334013694971,"Head
Flexion"
"Nested ANOVA",0.0352091010412094,"Head
Flexion"
"Nested ANOVA",0.0363935986513012,"Head
Flexion"
"Nested ANOVA",0.0374946415430683,"Head
Flexion"
"Nested ANOVA",0.0382722492933919,"Head
Flexion"
"Nested ANOVA",0.0384883379527704,"Head
Flexion"
"Nested ANOVA",0.0380397191407174,"Head
Flexion"
"Nested ANOVA",0.0369364249569437,"Head
Flexion"
"Nested ANOVA",0.0352604353757085,"Head
Flexion"
"Nested ANOVA",0.0331317742138733,"Head
Flexion"
"Nested ANOVA",0.0306798974865027,"Head
Flexion"
"Nested ANOVA",0.0279985446151064,"Head
Flexion"
"Nested ANOVA",0.0251883475137352,"Head
Flexion"
"Nested ANOVA",0.0223826202112663,"Head
Flexion"
"Nested ANOVA",0.019750379542321,"Head
Flexion"
"Nested ANOVA",0.0174464476928432,"Head
Flexion"
"Nested ANOVA",0.0155912927302574,"Head
Flexion"
"Nested ANOVA",0.014228198369205,"Head
Flexion"
"Nested ANOVA",0.0133253910651241,"Head
Flexion"
"Nested ANOVA",0.0127952497962899,"Head
Flexion"
"Nested ANOVA",0.0125213143265681,"Head
Flexion"
"Nested ANOVA",0.01237679274776,"Head
Flexion"
"Nested ANOVA",0.0122566734768239,"Head
Flexion"
"Nested ANOVA",0.012096415505318,"Head
Flexion"
"Nested ANOVA",0.0118650281511653,"Head
Flexion"
"Nested ANOVA",0.0115612812908624,"Head
Flexion"
"Nested ANOVA",0.0112092007997545,"Head
Flexion"
"Nested ANOVA",0.0108472247280597,"Head
Flexion"
"Nested ANOVA",0.0105145224643378,"Head
Flexion"
"Nested ANOVA",0.0102344351748779,"Head
Flexion"
"Nested ANOVA",0.0100045577816181,"Head
Flexion"
"Nested ANOVA",0.0098166735950523,"Head
Flexion"
"Nested ANOVA",0.00965816389919662,"Head
Flexion"
"Nested ANOVA",0.00952161634345498,"Head
Flexion"
"Nested ANOVA",0.00939639941048002,"Head
Flexion"
"Nested ANOVA",0.00927743508163326,"Head
Flexion"
"Nested ANOVA",0.00916968100533979,"Head
Flexion"
"Nested ANOVA",0.00909643304464209,"Head
Flexion"
"Nested ANOVA",0.00909259695626634,"Head
Flexion"
"Nested ANOVA",0.00920658855853414,"Head
Flexion"
"Nested ANOVA",0.00948489692127532,"Head
Flexion"
"Nested ANOVA",0.0099695500251276,"Head
Flexion"
"Nested ANOVA",0.0107080623014199,"Head
Flexion"
"Nested ANOVA",0.0117426297697524,"Head
Flexion"
"Nested ANOVA",0.0131252572208574,"Head
Flexion"
"Nested ANOVA",0.0149050793070796,"Head
Flexion"
"Nested ANOVA",0.0171377465100362,"Head
Flexion"
"Nested ANOVA",0.0198791337618435,"Head
Flexion"
"Nested ANOVA",0.023172918845617,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.00782130275527332,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.00850297375037085,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.00947973292190483,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.010656521011425,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.011875848402465,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0131127646094277,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0142518844237387,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0151860324382754,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0158571468697871,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0162402001016917,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0163190716938075,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0161134295735955,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0156699930163528,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0150531367291917,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0143660416904379,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0137047002570741,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0131601964908246,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0128108798634748,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0127108940080352,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0128822188522268,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0133118444440178,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0139442516783831,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0146792410132027,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0153935603974953,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0159901642226117,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0164108872189979,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0166453596538806,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0167381721716761,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0167658631395167,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0168038207636787,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0169182235977622,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0171474007073368,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0175073233803262,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0179972911889597,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0185908937069063,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0192569177498105,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0199647859546819,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0206913576325537,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0214018196636155,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0220535042218101,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.022588074548964,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0229557937850978,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0231280465379447,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0231068500136473,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0229281458207011,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0226552590140048,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0223722659611447,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0221840823220471,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0221932461262897,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0225023304913991,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0232244868386854,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0244514186797739,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0262561016238451,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0286147680985968,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0313682867485872,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.034232843338725,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0368247886269194,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0387513681400567,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0397420269591631,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0397097070123441,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0386859272867374,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0368397961876375,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0343603600373409,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0314070639870646,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0281752363509605,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0248843955968391,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0218010734195189,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0191276979488714,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0170090341244531,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0154753084410138,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0144642650553376,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0138387781942048,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0134450616965933,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0131400454236584,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0128161685691131,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0124260815518128,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0119690396771561,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0114727831978065,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0109727589949936,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0105044427342924,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0100867973899155,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.00971657051580007,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.00936953456226045,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.00902397318050205,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.00866268285564177,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.00828764463854539,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.00790741472352257,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.00754305063726864,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.00722601276825151,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.00699788369144156,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.00689777519738757,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.00696214754151537,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.00722464209960298,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.00771115117873928,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.00845273436238171,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0094796951111462,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0108347989227903,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0125832315001528,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.0148211615323266,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.017620886702651,"Head
Flexion"
"Cross-sectional ANOVA (Random)",0.021034711501638,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.00782130275527332,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.00850297375037085,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.00947973292190483,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.010656521011425,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.011875848402465,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0131127646094277,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0142518844237387,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0151860324382754,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0158571468697871,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0162402001016917,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0163190716938075,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0161134295735955,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0156699930163528,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0150531367291917,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0143660416904379,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0137047002570741,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0131601964908246,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0128108798634748,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0127108940080352,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0128822188522268,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0133118444440178,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0139442516783831,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0146792410132027,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0153935603974953,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0159901642226117,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0164108872189979,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0166453596538806,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0167381721716761,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0167658631395167,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0168038207636787,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0169182235977622,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0171474007073368,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0175073233803262,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0179972911889597,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0185908937069063,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0192569177498105,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0199647859546819,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0206913576325537,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0214018196636155,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0220535042218101,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.022588074548964,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0229557937850978,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0231280465379447,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0231068500136473,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0229281458207011,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0226552590140048,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0223722659611447,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0221840823220471,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0221932461262897,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0225023304913991,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0232244868386854,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0244514186797739,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0262561016238451,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0286147680985968,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0313682867485872,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.034232843338725,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0368247886269194,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0387513681400567,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0397420269591631,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0397097070123441,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0386859272867374,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0368397961876375,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0343603600373409,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0314070639870646,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0281752363509605,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0248843955968391,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0218010734195189,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0191276979488714,"Head
Flexion"
"Cross-sectional ANOVA (Fixed)",0.0170090341244531,"Head
Flexion"
